Location,Code,Type,Address
North Carolina,CLT2,FC,"10240 Old Dowd Rd, Charlotte, NC 28214"
North Carolina,CLT3,FC,"6500 Davidson Hwy, Concord, NC 28027"
North Carolina,CLT4,FC,"8000 Tuckaseegee Road, Charlotte, NC 28214 , Mecklenburg County"
North Carolina,CLT5,SC,"1745 Derita Road, Concord, NC 28027"
North Carolina,DLT1,FC,"101 S Tryon St, Charlotte, NC 28280"
North Carolina,GS01,,"1656 OLD GREENSBORO RD, KERNERSVILLE, NC"
North Carolina,GSO1,,"1656 Old Greensboro Rd, Kernersville, NC"
North Carolina,RDU1,DC,"4851 Jones Sausage Road, Garner, North Carolina 27529 , Wake County"
North Carolina,RDU5,SC,"1805 TW Alexander Drive, Durham, NC 27703"
North Carolina,SUHL,,"1213 Maple Avenue, Burlington, NC"
North Carolina,SUSG,,"500 S Main Street, Mooresville, NC"
North Carolina,TNC1,,"300 Dalton Ave., CHARLOTTE, NC"
North Carolina,UNC1,FC,"Charlotte, NC 28201"
North Carolina,UNC2,FC,"3200 Bush Street, Raleigh, NC 27609"
North Carolina,UNC3,,"4525 Statesville Ave, CHARLOTTE, NC"
North Carolina,XLBA,,"1123 4th ST SW, Conover, NC"
Ohio,CLE3,FC,"1115 Babbitt Rd, Euclid, OH 44132, United States"
Ohio,AKC1,,"2400 ROMIG RD, Summit, Ohio"
Ohio,CAK1,,"290 E Exchange Street, Akron, OH"
Ohio,CIN1,FC,"UC MainStreet, Cincinnati, OH 45219"
Ohio,CLE2,Corporate Office,"21500 Emery Rd, North Randall, OH 44128"
Ohio,CLE5,SC,"8685 Independence Parkway, Twinsburg, OH 44087"
Ohio,CLE6,,"23371 Aurora Road, Bedford Heights, OH"
Ohio,CMH0,FC,"11903 National RD SW Etna Township Park, Etna, OH 43062"
Ohio,CMH1,FC,"11999 National Road SW Etna, OH 43062-7793 United States"
Ohio,CMH2,FC,"2700 Rohr Road, Groveport, OH 43125"
Ohio,CMH3,FC,"700 Gateway Blvd., Monroe, OH 450501848 , Warren County"
Ohio,CMH4,FC,"1550 W Main St., West Jefferson, Ohio 43162 , Madison County"
Ohio,CMH6,FC,"3538 TRADEPORT CT, Lockbourne, Ohio, US"
Ohio,DCL1,FC,"790-796 E 222nd St, Euclid, OH 44123"
Ohio,DCL2,AMZL,"2823 Gilchrist Rd, Akron, OH 44305, United States"
Ohio,DCL3,AMZL,"12111 Debartolo Dr, North Jackson, OH 44451, United States"
Ohio,FMD1,FC,"101-199 Mckinley Ave SW, Canton, OH 44702"
Ohio,HCM1,FC,"3538 TradePort Ct, Building 2, Lockbourne, OH 43137 – Franklin County"
Ohio,KILN,,"150 Ruane Dr, Wilmington, OH"
Ohio,LCK1,FC,"Obetz, OH 43207"
Ohio,OKC9,,"1155 Babbitt Rd., Euclid, OH"
Ohio,OSU1,,"2114 N. High Street, Columbus, OH"
Ohio,PCW1,FC,"27400 Crossroads Pkwy, Rossford, OH 43460, United States"
Ohio,POH1,FC,"3880 Groveport Road, Obetz, Ohio 43207 , Franklin County (Seasonal Facility)"
Ohio,ROH2,FC,"1 Capitol Square, Columbus, OH 43215"
Ohio,SUAB,,"2800 CORPORATE EXCHANGE DRIVE, Columbus, OH"
Ohio,SUAS,,"2800 Corporate Exchange Drive, Columbus, OH"
Ohio,SUHO,,"355 Tomahawk Drive Suite3, Maumee, OH"
Ohio,SUJE,,"5124 Cleveland Rd, Wooster, OH"
Ohio,SUPC,,"503 West High St, Hicksville, OH"
Ohio,TBD,FC,"100 Euclid Square Ma…, Euclid, OH"
Ohio,TBD8,FC,"Etna Township Park, Etna, OH 43062"
Ohio,TBD9,FC,"Alum Creek Drive, Obetz, OH 43207"
Ohio,UMD1,FC,"101-199 Mckinley Ave SW, Canton, OH 44702"
Ohio,UOH1,FC,"Winton Hills, Cincinnati, OH 45232"
Ohio,UOH2,FC,"3563 Interchange Rd, Columbus, OH 43204"
Ohio,UOH4,,"4401 Equity Dr, COLUMBUS, OH"
Ohio,VUHG,,"28625 Fountain Parkway, Solon, OH"
Ohio,VUPW,,"8778 Le St Dr, West Chester, OH"
Ohio,XLAE,,"5330 Crosswind Dr, Columbus, OH"
Ohio,DAY3,FC,"700 Gateway Blvd, Monroe, OH 45050, United States"
Oklahoma,OKC1,FC,"9201 S. Portland Ave., Oklahoma City, OK 73159 , Oklahoma County"
Oklahoma,OKC5,SC,"1414 S Council Rd, Oklahoma City, OK 73179, United States’"
Oklahoma,TUL2,,"4040N 125TH E AVE, Tulsa, OK"
Oregon,DP01,FC,"Portland, OR 75234"
Oregon,DPD1,FC,"3333-3681 NW 35th Ave, Portland, OR 97210"
Oregon,HIO9,,"23677 NM Huffman St., Hillsboro, OR"
Oregon,HPD1,FC,"15000 N. Lombard St., Multnomah, Portland, Oregon 97203-6814 – Multnomah County"
Oregon,PDX5,SC,"5647 NE Huffman St, Hillsboro, OR 97124"
Oregon,PDX6,FC,"15000 N. Lombard St, Portland, Oregon, US"
Oregon,PDX7,FC,"4775 Depot Court SE, Salem, OR 973178983 , Marion County"
Oregon,PDX9,FC,"1250 NW Swigert Way, Troutdale, OR 97060"
Oregon,POR1,,"1131 SW Jefferson, Portland, OR"
Oregon,ROR1,FC,"11 NW 6th Ave, Portland, OR 97209"
Oregon,ROR2,FC,"5243-5299 SW 33rd Dr, Portland, OR 97239"
Oregon,SUAY,,"10020 S Gibson Rd, Molalla, OR"
Oregon,SUOS,,"9655 SW SUNSHINE CT, SUITE 300, BEAVERTON, OR"
Oregon,SUOW,,"9655 SW Sunshine CT, Beaverton, OR"
Oregon,TOR1,,"2104 NW York Street, Portland, OR"
Oregon,UOR1,FC,"2250 Northwest 22nd Avenue, Portland, OR 97210"
Oregon,UOR2,,"5015 NW FRONT AVE, PORTLAND, OR"
Oregon,VUOL,,"14005 North Lombard, Portland, OR"
Pennsylvania,ABE1,FC,"705 Boulder Dr Breinigsville, PA 18031 – Lehigh County"
Pennsylvania,ABE2,FC,"705 Boulder Drive, Breinigsville, PA 18031"
Pennsylvania,ABE3,FC,"650 Boulder Drive, Breinigsville, PA 18031"
Pennsylvania,ABE4,FC,"1610 Van Buren Rd., Easton, PA 18045-1707"
Pennsylvania,ABE5,FC,"6455 Allentown Boulevard, Harrisburg, PA 17112"
Pennsylvania,ABE9,,"100 Quality Circle, Suite 106, Harrisburg, Pennsylvania"
Pennsylvania,AVP1,FC,"550 Oak Ridge Road, Hazleton, PA 18202"
Pennsylvania,AVP2,FC,"298 First Ave, Covington Township, PA 18424, United States"
Pennsylvania,AVP3,FC,"298 First Ave, Covington Township, PA 18424, United States"
Pennsylvania,AVP6,FC,"1 Commerce Road, Pittston, PA 18640"
Pennsylvania,AVP8,FC,"250 Enterprise Way, Pittston, PA 18640"
Pennsylvania,DAE1,Logistics,"2595 Brodhead Rd, Bethlehem, PA 18020, United States"
Pennsylvania,DEW4,FC,"151-199 W Richardson Ave, Langhorne, PA 19047"
Pennsylvania,DMC1,FC,"401 Hollow Rd, East Stroudsburg, PA 18301"
Pennsylvania,DPH1,FC,"4219 Richmond Street, Philadelphia, PA 19137"
Pennsylvania,DPH2,FC,"435 General Maxwell Ln, King of Prussia, PA 19406"
Pennsylvania,MDT1,FC,"2 Ames Drive, Carlisle, PA 17015"
Pennsylvania,MDT3,,"460 Research Drive, PITTISON, PA"
Pennsylvania,PEN1,,"3800 Locust Walk, Class of 1920 Commons, Philadelphia, PA"
Pennsylvania,PHL4,FC,"21 Roadway Drive, Carlisle, PA 17015"
Pennsylvania,PHL5,FC,"500 McCarthy Drive, Lewisberry, PA 17339"
Pennsylvania,PHL6,FC,"675 Allen Road, Carlisle, PA 17015"
Pennsylvania,PHL9,FC,"2 Ames Drive, Carlisle, PA 17015"
Pennsylvania,PIT1,FC,"2250 Roswell Drive, Pittsburgh, PA 15205"
Pennsylvania,PIT2,,"101 N CAMPUS DR, IMPERIAL, PA"
Pennsylvania,PIT5,SC,"2250 Roswell Drive, Pittsburgh, PA 15205"
Pennsylvania,PPA1,FC,"545 Oak Hill Road, Mountaintop, Pennsylvania 18707 , Luzerne County (Seasonal Facility)"
Pennsylvania,PPH3,,"2306 South Street, PHILADELPHIA, PA"
Pennsylvania,SCE1,,"134 South Allen St, State College, PA"
Pennsylvania,SKTB,,"Montgomeryville, PA 18936"
Pennsylvania,SUAH,,"2901 Grant Ave, Philadelphia, PA"
Pennsylvania,SUBE,,"921 E. Tolna Rd., New Freedom, PA"
Pennsylvania,SULX,,"1728 Smallman St., Pittsburgh, PA"
Pennsylvania,SUOR,,"3820 Hempland Rd, Mountville, PA"
Pennsylvania,SUOT,,"3820 Hempland Rd, Mountville, PA"
Pennsylvania,SUOY,,"1728 Smallman St., Pittsburgh, PA"
Pennsylvania,TPAA,,"4101 Sansom St, Philadelphia, PA"
Pennsylvania,VAVP,FC,"250 Enterprise Way, Pittston, PA 18640"
Pennsylvania,VUAV,FC,"1 Commerce Road, Pittston, PA 18640"
Pennsylvania,VUBA,FC,"1000 Keystone Industrial Park Scranton, PA 18512"
Pennsylvania,VUBF,,"575 Old Forge Road, Union Township, PA"
Pennsylvania,VUCB,,"5197 Commerce Drive, YORK, PA"
Pennsylvania,VUGA,FC,"508 Delaware Avenue West Pittston, PA 18643"
Pennsylvania,VUGJ,,"4275 Fritch Dr, Bethlehem, PA"
Pennsylvania,VUGL,,"1200 Distribution Drive, Carlisle, PA"
Pennsylvania,VUGM,,"597 Alexander Spring Rd., Carlisle, PA"
Pennsylvania,VUGP,FC,"234 Walnut Bottom Road, Shippensburg, PA 17257"
Pennsylvania,VUPH,,"9300 Olde Scotland Road, Shippensburg, PA"
Pennsylvania,VUQE,,"69 Green Mountain Road, Hazleton, PA"
Pennsylvania,VUQP,,"655 E Park St, LOCK HAVEN, PA"
Pennsylvania,VUWB,,"6373 Brackbill Blvd, Mechanicsburg, PA"
Pennsylvania,XUSC,FC,"40 Logistics Drive, Carlisle, PA 17013"
Pennsylvania,XUSG,FC,"9645 West Hills Court, Kutztown, PA 19530"
South Carolina,CAE1,FC,"4400 12th Street Extension, West Columbia, SC 29172"
South Carolina,CAE3,FC,"222 Old Wire Road, West Columbia, SC 29172"
South Carolina,CHS1,FC,"7290 Investment Drive, N Charleston, SC 29418"
South Carolina,GSP1,FC,"402 John Dodd Road, Spartanburg, SC 29303-6312"
South Carolina,SULF,,"170 Longs Pond Rd, Lexington, SC"
South Carolina,VUQM,,"441 Masters Boulevard, Anderson, SC"
South Carolina,XUSU,,"Rock Hill, SC 29730,US"
Tennessee,BNA1,FC,"14840 Central Pike, Lebanon, TN 37090"
Tennessee,BNA2,FC,"500 Duke Drive, Lebanon, TN 37090"
Tennessee,BNA3,FC,"2020 Joe B Jackson Parkway, Murfreesboro, TN 37127"
Tennessee,BNA4,FC,"#BNA4 – 50 Airways Blvd Nashville, TN 37217"
Tennessee,BNA5,SC,"50 Airways Blvd, Nashville, TN 37217"
Tennessee,CHA1,FC,"7200 Discovery Drive, Chattanooga, TN 37416"
Tennessee,CHA2,FC,"225 Infinity Drive NW, Charleston, TN 37310"
Tennessee,DEDC,,"2020 Joe B Jackson Parkway, Murfreesboro, TN"
Tennessee,MEM1,FC,"3292 E Holmes Rd, Memphis, Tennessee, US"
Tennessee,MEM5,FC,"5155 Citation Dr, Memphis, TN 38118, United States"
Tennessee,RTN1,FC,"600 Church St, Nashville, TN 37219"
Tennessee,SJWV,,"Murfreesboro, TN – 37131"
Tennessee,STN1,,"2 Dell Parkway, NASHVILLE, TN,"
Tennessee,TTNA,,"410 Harding Industrial Dr., Nashville, TN"
Tennessee,UTN1,FC,"600 Church St, Nashville, TN 37219"
Tennessee,XIX4,,"5155 Citation Drive, MEMPHIS, TN"
Tennessee,XLAJ,,"3440 Meyers Rd, Memphis, TN"
Tennessee,XSP1,,"1115 Vaughn Parkway, Portland, TN"
Texas,DAL3,FC,"1301 Chalk Hill Road, Dallas, Texas 75211 , Dallas County"
Texas,DAL6,FC,"4601 Gold Spike Drive, Fort Worth, TX 76106"
Texas,DAL9,DC,"1400 Southport Pkwy, Wilmer, TX 75172, United States"
Texas,DAU1,FC,"2093-2209 Rutland Dr, Austin, TX 78758"
Texas,DAU2,DC,"7000 Metropolis Dr, Austin, TX 78744, United States"
Texas,DDA1,FC,"13341-13399 Bee St, FarmersBranch, TX 75234"
Texas,DDA2,FC,"1101-1107 E 15th St, Plano, TX 75074"
Texas,DDA3,FC,"401 Commerce St, FortWorth, TX 76102"
Texas,DDC1,FC,"12401 North Stemmons Fwy., Farmers Branch, TX 75234"
Texas,DFW1,FC,"2700 Regent Boulevard, DFW Airport, TX 75261"
Texas,DFW6,FC,"940 W Bethel Road, Coppell, TX 75019-4424"
Texas,DFW7,FC,"700 Westport Parkway, Fort Worth, TX 76177-4513"
Texas,DFW8,SC,"2700 Regent Boulevard, DFW Airport, TX 75261"
Texas,DFW9,FC,"2700 Regent Blvd, Irving, TX 75063"
Texas,DWF9,FC,"2700 Regent Blvd., Irving, TX 75063"
Texas,FTW1,FC,"33333 LBJ FWY, Dallas, Texas, US"
Texas,FTW2,FC,"940 W Bethel Rd, Coppell, TX 75019-4424"
Texas,FTW3,FC,"15201 Heritage Parkway, Fort Worth, TX 76177-2517"
Texas,FTW4,FC,"15201 Heritage Parkway, Fort Worth, TX 76177-2517"
Texas,FTW6,FC,"2601 W Bethel Road, Grapevine (Coppell), Texas 752614034 , Dallas County"
Texas,FTW7,FC,"944 W. Sandy Lake Rd, Coppell, TX 75019-3989"
Texas,FTW8,FC,"3351 Balmorhea Dr. Dallas, TX 75241-7304"
Texas,FTW9,FC,944 West Sandy Lake Road
Texas,FTX4,FC,"1301-1399 Jackson St, Dallas, TX 75202"
Texas,FTX7,FC,"401 Commerce St, FortWorth, TX 76102"
Texas,HDA1,FC,"2701 W Bethel Rd, Coppell, TX 75261-4015 – Dallas County"
Texas,HOU1,SC,"8120 Humble Westfield Road, Humble, TX 77338"
Texas,HOU2,FC,"10550 Ella St., Houston, TX 77038-2324"
Texas,HOU3,FC,"31555 Highway 90 E, Brookshire, TX 77423-2769"
Texas,HOUX,FC,"2701 W Bethel Road, Coppell, TX 75261"
Texas,HTX1,FC,"4221 Way Out West Drive, Houston, TX 77092"
Texas,HTX2,FC,"4221 Way Out West Drive, Houston, TX 77092"
Texas,IAH6,,"8401 Fallbrook Drive, Houston, TX"
Texas,ITX1,FC,"9851 Fallbrook Pines Drive Suite 100 Houston, TX 77064-3329"
Texas,ITX2,FC,"6911 FAIRBANKS N HOUSTON RD SUITE 160 Houston, TX 77040-1437 United States"
Texas,LBB1,,"2407 9th Street, Suite 400, Lubbock, TX"
Texas,PTX1,FC,"2101 Danieldate Road, Lancaster, Texas 75134 , Dallas County (Seasonal Facility)"
Texas,RAU1,FC,"11299 Metric Blvd, Austin, TX 78758"
Texas,RDA1,FC,"100-248 E Hudgins St, Grapevine, TX 76051"
Texas,RDA2,FC,"15700-15704 Hillcrest Rd, Dallas, TX 75248"
Texas,RTX2,FC,"501 Congress Ave, Austin, TX 78701"
Texas,RTX3,FC,"998 Bagby St, Houston, TX 77002"
Texas,RTX4,FC,"1502 Marilla St, Dallas, TX 75201"
Texas,RTX5,FC,"198 Dolorosa, San Antonio, TX 78205"
Texas,SAT1,FC,"6000 Enterprise Avenue, Schertz, TX 78154"
Texas,SAT2,FC,"1401 E McCarty Ln, San Marcos, TX 78666"
Texas,SAT5,SC,"1410 S. Callaghan Road, San Antonio, TX 78227"
Texas,STX2,,"1625 HUTTON DR, CARROLLTON, TX"
Texas,SUAD,,"100 Syble Jean Dr., Burleson, TX"
Texas,SUBG,,"28651 Cranford Sage Ln, Katy, TX"
Texas,SUGB,,"5283 N State Hwy 6, Woodway, TX"
Texas,SUHT,,"1809 W. Frankford Rd, Suite 160, Carrollton, TX"
Texas,SUOF,,"6605 Roxburgh Dr. Suite 400, Houston, TX"
Texas,SUOZ,,"359 Pike Court, Suite 500, La Porte, TX"
Texas,SUSE,,"188 County Road 4226, Decatur, TX"
Texas,TAM1,FC,"2800 S Texas Avenue Suite 401, Bryan, TX 77802"
Texas,TBD,FC,"TBD S Ih 35 Highway, San Marcos, 78666"
Texas,TBD6,FC,"4800 LBJ Freeway, Dallas, TX 75241"
Texas,TBDA,FC,"1300 East McCarty Lane, San Marcos, TX 78666"
Texas,TEX1,,"Gregory Gym, 2101 Speedway, Austin, TX"
Texas,TTX2,FC,"2209 Rutland Dr Ste B110, Austin, TX 78758"
Texas,TTX3,FC,"4221 Way Out West Drive, Houston, TX 77092"
Texas,TTX4,FC,"6627 Maple Avenue, Dallas, TX 75235"
Texas,TTX5,,"4848 Perrin Creek 680, San Antonio, TX"
Texas,UTX1,FC,"Irving, TX 75014"
Texas,UTX2,FC,"Austin, TX 73301"
Texas,UTX3,FC,"Houston, TX 77001"
Texas,UTX5,FC,"198 Dolorosa, San Antonio, TX 78205"
Texas,UTX7,FC,"4601 Gold Spike Drive, Fort Worth, TX 76106"
Texas,UTX8,FC,"2800 S Texas Avenue Suite 401, Bryan, TX 77802"
Texas,UTX9,,"4616 W Howard Lane, AUSTIN, TX"
Texas,VUBI,,"501 Meacham Blvd, Fort Worth, TX"
Texas,VUHE,,"3401 Innovative Way, Mesquite, TX"
Texas,VUKH,FC,"1901 W Airfield Dr, DFW Airport, TX 75261"
Texas,VUPO,FC,"4808 Mountain Creek Parkway, Dallas, TX 75236"
Texas,VUPZ,,"4800 Henrietta Creek Rd, Fort Worth, TX"
Texas,XIX3,,"1400 SOUTHPORT PKWY BLDG 7, WILMER, TX"
Texas,XLAF,,"1600 Roe St, Dallas, TX"
Texas,XUSB,FC,"14900 Frye Road, Fort Worth, TX 76155"
Texas,VUPJ,FC,"101 Mars Road, Wilmer, TX 75172"
Utah,DUT1,FC,"3701 Atlas Way, West Valley City, UT 84120"
Utah,HSL1,FC,"355 N. John Glenn Rd., Salt Lake City, UTH 84116 – Salt Lake County"
Utah,SLC1,FC,"777 North 5600 West, Salt Lake City, UT 8411"
Utah,SLC3,FC,"355 N JOHN GLENN RD, Salt Lake City, Utah, US"
Utah,SLC4,FC,"770 South Gladiola, Suite 500, Salt Lake City, Utah 84104 , Salt Lake County"
Utah,SUBL,,"582 S 1100 W, Woods Cross, UT"
Utah,SUCE,,"8427 S. Old Bingham Hwy, West Jordan, UT"
Utah,SULU,,"582 S 1100 W, Woods Cross, UT"
Utah,SUOI,,"870 North 100 East, Lehi, UT"
Utah,SUSJ,,"8427 South Old Bingham Hwy, West Jordan, UT"
Utah,VUQN,,"1711 S 4650 W, Salt Lake City, UT"
Virginia,BWI1,Warehouse,"45121 Global Plaza, Sterling, VA 20166, United States"
Virginia,BWI4,FC,"165 Business Blvd, Clear Brook, VA 22624-1568"
Virginia,BWI6,FC,"5617 Industrial Drive, Springfield, VA 22151"
Virginia,DOR1,FC,"Pvt 7 Rd, Chesapeake, VA 23320"
Virginia,DRC1,FC,"701 E Grace St, Richmond, VA 23219"
Virginia,FVA1,FC,"100 Commerce Street, Springfield, VA 22150"
Virginia,HRC1,FC,"4949 Commerce Road, Richmond, Virginia 23234 – Richmond City"
Virginia,IDT1,,"5617 Industrial Drive, SPRINGFIELD, VA"
Virginia,ORF1,FC,"3516 South Military Hwy, Chesapeake, VA 23323"
Virginia,RIC1,FC,"5000 Commerce Way, Petersburg, VA 23803"
Virginia,RIC2,FC,"1901 Meadowville Technology Parkway, Chester, VA 23836"
Virginia,RIC3,SC,"1901 Meadowville Technology Parkway, Chester, VA 23836"
Virginia,RIC5,SC,"11600 N Lakeridge Pkwy, Ashland, VA 23005"
Virginia,RIC9,,"11600 N Lakeridge Pkwy, Ashland, VA"
Virginia,SDC1,,"6885 Commercial Dr., SPRINGFIELD, VA"
Virginia,SULC,,"1345 Taylor Farms Road, Suite 112, Virginia Beach, VA"
Virginia,UOH5,,"492 Central Dr, VIRGINIA BEACH, VA"
Virginia,UVA1,FC,"5617 Industrial Dr. Suite A, Springfield, VA 22151"
Virginia,UVA2,FC,"Chesapeake, VA"
Virginia,UVA3,FC,"2034 Dabney Road, Richmond, VA 23230"
Virginia,UVA4,,"4100 Tomlynn St, RICHMOND, VA"
Virginia,UVA5,,"492 Central Dr, VIRGINIA BEACH, VA"
Washington,DSE2,FC,"6705 E Marginal Way, Seattle, WA 98108"
Washington,*XFR,FC,"2021 7th Avenue, Seattle, WA, 98121"
Washington,ASE1,FC,"20202 84th Ave. S, Bellevue, WA 98004"
Washington,ASE3,,"20526 59th Place South, Kent, Washington"
Washington,BF13,FC,"2700 Center Dr, DuPont, WA 98327, United States"
Washington,BFI1,FC,"1800 140th Avenue, E Sumner, WA"
Washington,BFI3,FC,"2700 Center Drive, Dupont, WA 98327"
Washington,BFI4,SC,"21005 64th Ave S, Kent, WA 98032"
Washington,BFI5,SC,"Building B, 20526 59th Pl S, Kent, WA 98032"
Washington,BFI6,FC,"21005 64th Ave. South; Kent, Washington 98032"
Washington,BFI7,FC,"1800 140th Ave E, Sumner, WA 98390"
Washington,BFIX,FC,"1800 140th Avenue, Sumner, WA 98390"
Washington,BOS6,FC,"201 Beachman St, Everett, MA 2149"
Washington,DBO1,FC,"2064 Hewitt Ave, Everett, WA 98201"
Washington,DEV1,,"2121 7th Ave, SEATTLE, WA"
Washington,DSE4,FC,"2064 Hewitt Ave, Everett, WA 98201"
Washington,DSE5,FC,"102-104 Rainier Ave S, Renton, WA 98057"
Washington,FFI6,FC,"10441 SE 240th St, Kent, WA 98031"
Washington,FSE2,FC,"5100 15th Ave NW, Seattle, WA 98107"
Washington,FSE3,FC,"76 South Lander Street, Seattle, WA 98134"
Washington,FWA1,FC,"12601 120th Ave NE, Kirkland, WA 98034"
Washington,FWA2,FC,"9600 College Way N, Seattle, WA 98103"
Washington,GEG1,FC,"10010 W Geiger Blvd., Spokane, Washington 99224 , Spokane County"
Washington,HWA1,FC,"11710 118th Ave NE, Building B, Kirkland, WA 98034"
Washington,HWA2,FC,"11710 118th Ave NE, Building B, Kirkland, WA 98034"
Washington,HWA3,,"20202 84th AVE S, Kent, WA"
Washington,ISE1,,"2131 7th Ave, Seattle, WA"
Washington,ISE2,FC,"1227 124th Ave NE Building 2 Suite A200, Bellevue, WA 98004"
Washington,ISE5,,"20202 84th Ave South, Kent, WA"
Washington,ISE6,,"307 Fairview Avenue North, Seattle, WA"
Washington,ISE8,,"20202 84th Ave South, Kent, WA"
Washington,PWA1,FC,"2309 Milwaukee Way, Tacoma, Washington 98421 , Pierce County (Seasonal Facility)"
Washington,RSE1,FC,"19615 Pacific Hwy, Lynnwood, WA 98036"
Washington,RWA1,FC,"10501-10657 NE 37th Cir, Kirkland, WA 98033"
Washington,RWA2,FC,"9600 College Way N, Seattle, WA 98103"
Washington,RWA4,FC,"909 5th Ave, Seattle, WA 98164"
Washington,SEA6,FC,"2646 Rainier Avenue, South Seattle, WA 98144"
Washington,SEA8,FC,"1227 124th Avenue Northeast, Bellevue, WA, 98005"
Washington,SQGH,,"Carnation, WA, 98014. STL4, 3050 Gateway"
Washington,SUED,,"229 N Ella Rd, Spokane Valley, WA"
Washington,SULA,,"1380 Stonegate Way, Ferndale, WA"
Washington,SUNA,,"4179 70th Ave East, Suite A, Fife, WA"
Washington,SUXA,,"345 Boren Ave N, Seattle, WA"
Washington,SUXC,,"345 Boren Ave N, Seattle, WA"
Washington,SUZA,,"345 Boren Ave N, Seattle, WA"
Washington,SUZB,,"345 Boren Ave N, Seattle, WA"
Washington,SUZC,,"345 Boren Ave N, Seattle, WA"
Washington,SWA1,,"607 Riverside Road, EVERETT, WA"
Washington,TIW1,,"One Sitcum Plaza, Tacoma, WA"
Washington,TWA0,FC,"13537 Aurora Ave N, Seattle, WA 98133"
Washington,UTX4,FC,"PO Box 80387, Seattle, WA 98108"
Washington,UWA1,FC,"11710 118th Ave. N.E., Building B, Kirkland, WA 98034"
Washington,UWA2,FC,"13537 Aurora Ave. N., North Seattle, WA 98133"
Washington,UWA3,FC,"2121 8th Ave., Seattle, WA 98121"
Washington,UWA4,FC,"76 S Lander Street, Seattle, WA 98134"
Washington,UWA5,,"18323 Andover Park W., Bldg. 6, SEATTLE, WA"
Washington,VAEO,,"20526 59th Place S., Kent, WA"
Washington,VUPM,FC,"22001 84th Avenue, Kent, WA 98032"
Washington,XLAI,,"7650 S 228th St, Kent, WA"
Washington,ZSE1,FC,"9600 College Way N, Seattle, WA 98103"
Washington,ZSE2,FC,"20202 84th Ave. S, Bellevue, WA 98004"
Wisconsin,DLV1,FC,"5501-5517 Cut-Off Rd, Boulder Junction, WI 54512"
Wisconsin,DML1,FC,"3935 W. Mitchell St., Milwaukee, WI 53125"
Wisconsin,FWI1,FC,"4700 W Mitchell St, West Milwaukee, WI 53214"
Wisconsin,JVL1,,"3150 Colley Road, Beloit, WI"
Wisconsin,MKE1,FC,"3501 120th Ave, Kenosha, Wisconsin, 53144-7502"
Wisconsin,MKE2,FC,"9700 South 13th Street, Oak Creek, Wisconsin 53154 , Milwaukee County"
Wisconsin,MKE5,SC,"11211 Burlington Road, Kenosha, WI 53144"
Wisconsin,MKE9,,"11211 Burlington Road, Kenosha, WI"
Wisconsin,SBX2,,"4718 Helgesen Drive, Suite 1, Madison, WI"
Wisconsin,SULD,,"2020 Prairie Ln, Eau Claire, WI"
Wisconsin,SUPA,,"412 Technology Drive E., Menomonie, WI"
Wisconsin,SUPB,,"412 Technology Drive E., Menomonie, WI"
Wisconsin,UWI1,FC,"4111 W Mitchell Street, Milwaukee, WI 53215"
Wisconsin,VUHF,,"11111 80TH AVE, Pleasant Prairie, WI"
Wisconsin,XIX5,,"11211 Burlington Road, KENOSHA, WI"


